ESTAR: Stopping Powers and Range Tables for Electrons

IRON                                                                     

Kinetic   Total     
Energy    Stp. Pow. 
MeV       MeV cm2/g 

1.000E-02 1.390E+01 
1.250E-02 1.186E+01 
1.500E-02 1.041E+01 
1.750E-02 9.323E+00 
2.000E-02 8.468E+00 
2.500E-02 7.213E+00 
3.000E-02 6.330E+00 
3.500E-02 5.672E+00 
4.000E-02 5.163E+00 
4.500E-02 4.756E+00 
5.000E-02 4.422E+00 
5.500E-02 4.144E+00 
6.000E-02 3.908E+00 
7.000E-02 3.529E+00 
8.000E-02 3.238E+00 
9.000E-02 3.007E+00 
1.000E-01 2.820E+00 
1.250E-01 2.476E+00 
1.500E-01 2.242E+00 
1.750E-01 2.074E+00 
2.000E-01 1.947E+00 
2.500E-01 1.771E+00 
3.000E-01 1.656E+00 
3.500E-01 1.576E+00 
4.000E-01 1.519E+00 
4.500E-01 1.477E+00 
5.000E-01 1.445E+00 
5.500E-01 1.421E+00 
6.000E-01 1.402E+00 
7.000E-01 1.376E+00 
8.000E-01 1.362E+00 
9.000E-01 1.354E+00 
1.000E+00 1.350E+00 
1.250E+00 1.353E+00 
1.500E+00 1.365E+00 
1.750E+00 1.382E+00 
2.000E+00 1.400E+00 
2.500E+00 1.440E+00 
3.000E+00 1.480E+00 
3.500E+00 1.520E+00 
4.000E+00 1.560E+00 
4.500E+00 1.599E+00 
5.000E+00 1.638E+00 
5.500E+00 1.676E+00 
6.000E+00 1.713E+00 
7.000E+00 1.788E+00 
8.000E+00 1.861E+00 
9.000E+00 1.933E+00 
1.000E+01 2.005E+00 
1.250E+01 2.182E+00 
1.500E+01 2.357E+00 
1.750E+01 2.531E+00 
2.000E+01 2.704E+00 
2.500E+01 3.050E+00 
3.000E+01 3.396E+00 
3.500E+01 3.741E+00 
4.000E+01 4.087E+00 
4.500E+01 4.434E+00 
5.000E+01 4.782E+00 
5.500E+01 5.130E+00 
6.000E+01 5.479E+00 
7.000E+01 6.178E+00 
8.000E+01 6.880E+00 
9.000E+01 7.584E+00 
1.000E+02 8.289E+00 
1.250E+02 1.006E+01 
1.500E+02 1.184E+01 
1.750E+02 1.362E+01 
2.000E+02 1.540E+01 
2.500E+02 1.898E+01 
3.000E+02 2.256E+01 
3.500E+02 2.615E+01 
4.000E+02 2.974E+01 
4.500E+02 3.334E+01 
5.000E+02 3.694E+01 
5.500E+02 4.055E+01 
6.000E+02 4.415E+01 
7.000E+02 5.137E+01 
8.000E+02 5.859E+01 
9.000E+02 6.581E+01 
1.000E+03 7.304E+01 
